click_id,search_id,item_id,position,click_ts
7280,15397,4396,2,2026-01-30 16:35:20.304474
7281,19424,1478,39,2026-01-30 16:35:19.235291
7282,5730,3318,9,2026-01-30 16:37:02.692800
7283,4011,1579,48,2026-01-30 16:35:50.323425
7284,14851,2539,7,2026-01-30 16:37:14.510997
7285,11226,4941,8,2026-01-30 16:46:06.858786
7286,8413,5231,19,2026-01-30 16:38:13.689385
7287,2844,6069,39,2026-01-30 16:36:59.558803
7288,3847,7359,4,2026-01-30 16:45:45.033505
7289,4206,1007,4,2026-01-30 16:36:17.237321
7290,6790,1410,34,2026-01-30 16:44:43.731131
7291,2579,7976,6,2026-01-30 16:39:28.592946
7292,15949,7097,14,2026-01-30 16:39:13.233205
7293,11396,5211,4,2026-01-30 16:46:05.310043
7294,13181,566,10,2026-01-30 16:38:29.525671
7295,2757,4376,15,2026-01-30 16:38:47.796339
7296,18403,6894,10,2026-01-30 16:36:51.415656
7297,14138,4492,28,2026-01-30 16:34:50.691797
7298,9056,4998,21,2026-01-30 16:38:19.966637
7299,14291,3295,34,2026-01-30 16:40:22.765510
7300,5435,7327,29,2026-01-30 16:35:43.572222
7301,18676,1933,49,2026-01-30 16:35:35.960179
7302,3638,497,29,2026-01-30 16:45:34.820759
7303,6427,6896,3,2026-01-30 16:45:35.086724
7304,8557,3888,16,2026-01-30 16:46:37.262439
7305,1970,338,8,2026-01-30 16:46:11.779531
7306,15329,6630,21,2026-01-30 16:46:20.065895
7307,12356,4420,49,2026-01-30 16:45:38.457351
7308,2716,6220,46,2026-01-30 16:36:33.511557
7309,8398,4324,11,2026-01-30 16:37:32.133425
7310,9519,5756,17,2026-01-30 16:43:50.233284
7311,2966,5558,39,2026-01-30 16:40:05.911141
7312,9539,4803,38,2026-01-30 16:35:34.249582
7313,8484,6722,17,2026-01-30 16:41:50.783993
7314,17956,954,21,2026-01-30 16:44:54.704087
7315,140,5073,34,2026-01-30 16:45:34.193969
7316,3801,2328,10,2026-01-30 16:37:31.680509
7317,5326,2546,8,2026-01-30 16:44:30.080911
7318,7633,2550,40,2026-01-30 16:42:39.427852
7319,8180,2076,43,2026-01-30 16:39:25.317218
7320,18424,6845,42,2026-01-30 16:38:28.575391
7321,10990,1919,33,2026-01-30 16:40:30.464346
7322,14096,6614,42,2026-01-30 16:37:06.605541
7323,19533,3897,8,2026-01-30 16:36:40.797807
7324,11891,6104,20,2026-01-30 16:46:29.999247
7325,8628,7601,35,2026-01-30 16:38:58.449868
7326,13565,5827,26,2026-01-30 16:44:47.147530
7327,12022,2889,15,2026-01-30 16:41:11.145352
7328,9100,4122,31,2026-01-30 16:39:38.631006
7329,10117,5717,10,2026-01-30 16:43:22.679351
7330,12118,4930,24,2026-01-30 16:36:59.167017
7331,12986,4435,2,2026-01-30 16:37:05.854650
7332,2602,7958,37,2026-01-30 16:36:33.360363
7333,11779,6201,44,2026-01-30 16:44:34.304364
7334,2389,7206,39,2026-01-30 16:43:21.924577
7335,18499,1680,40,2026-01-30 16:37:31.557576
7336,18164,1288,1,2026-01-30 16:35:43.157783
7337,6318,890,13,2026-01-30 16:38:13.493286
7338,2408,1297,12,2026-01-30 16:41:19.130759
7339,19785,5251,47,2026-01-30 16:36:32.296334
7340,15432,3412,18,2026-01-30 16:44:39.605352
7341,643,5890,27,2026-01-30 16:35:10.888909
7342,6815,6247,9,2026-01-30 16:46:22.115069
7343,17303,741,21,2026-01-30 16:44:59.065061
7344,4334,6034,47,2026-01-30 16:37:43.225024
7345,3303,1581,20,2026-01-30 16:36:06.325870
7346,8175,559,25,2026-01-30 16:38:13.229074
7347,8038,2425,5,2026-01-30 16:39:43.751470
7348,6192,1845,19,2026-01-30 16:38:45.634832
7349,18148,17,7,2026-01-30 16:41:41.092784
7350,4640,744,3,2026-01-30 16:44:04.009134
7351,12033,2227,38,2026-01-30 16:36:11.438166
7352,5338,1410,35,2026-01-30 16:42:43.125226
7353,1086,3585,23,2026-01-30 16:38:51.535811
7354,16117,4193,17,2026-01-30 16:36:27.505639
7355,2735,4072,28,2026-01-30 16:35:15.796389
7356,11948,5534,30,2026-01-30 16:46:27.724994
7357,2090,1004,10,2026-01-30 16:41:13.796383
7358,18107,2828,4,2026-01-30 16:34:50.872497
7359,14922,2491,7,2026-01-30 16:44:29.360548
7360,13546,3243,31,2026-01-30 16:43:40.098369
7361,1320,1816,36,2026-01-30 16:36:26.399359
7362,17411,6451,21,2026-01-30 16:44:50.081897
7363,13030,3849,48,2026-01-30 16:42:59.991493
7364,19883,5621,14,2026-01-30 16:40:34.560976
7365,12489,3398,17,2026-01-30 16:43:20.100951
7366,18032,2132,44,2026-01-30 16:39:26.924732
7367,19436,2154,48,2026-01-30 16:44:53.405329
7368,15748,1466,3,2026-01-30 16:45:01.894991
7369,5200,2008,48,2026-01-30 16:45:45.916984
7370,19068,5483,15,2026-01-30 16:46:18.823150
7371,2991,4011,29,2026-01-30 16:40:58.376064
7372,11017,7880,4,2026-01-30 16:34:54.401985
7373,19160,408,29,2026-01-30 16:46:29.145928
7374,12588,1137,25,2026-01-30 16:41:53.849273
7375,15061,5920,14,2026-01-30 16:41:08.371858
7376,17952,3383,5,2026-01-30 16:43:32.136589
7377,1544,5202,15,2026-01-30 16:45:05.043351
7378,1962,5830,28,2026-01-30 16:37:29.480979
7379,12286,5147,11,2026-01-30 16:39:27.162369
7380,17812,3609,40,2026-01-30 16:40:28.804509
7381,14339,3922,45,2026-01-30 16:45:43.156480
7382,5644,390,9,2026-01-30 16:43:06.667740
7383,3726,2921,11,2026-01-30 16:42:23.550888
7384,928,921,46,2026-01-30 16:37:16.903610
7385,2466,2486,26,2026-01-30 16:38:36.688003
7386,13370,6921,10,2026-01-30 16:41:12.696640
7387,18180,2395,18,2026-01-30 16:41:33.111192
7388,19682,2744,7,2026-01-30 16:45:11.911095
7389,6737,4405,18,2026-01-30 16:39:45.479998
7390,6288,2693,38,2026-01-30 16:39:10.001251
7391,15913,1230,9,2026-01-30 16:38:32.417186
7392,455,1337,11,2026-01-30 16:42:03.088139
7393,8590,2169,25,2026-01-30 16:45:32.316387
7394,10114,3618,41,2026-01-30 16:44:09.994226
7395,2661,4025,17,2026-01-30 16:35:27.582514
7396,15125,803,43,2026-01-30 16:45:58.413751
7397,13382,3675,41,2026-01-30 16:39:57.756428
7398,16347,199,43,2026-01-30 16:42:18.248243
7399,8575,945,43,2026-01-30 16:39:13.983484
7400,11040,906,40,2026-01-30 16:45:07.228272
7401,4386,981,27,2026-01-30 16:43:49.210681
7402,1508,5538,10,2026-01-30 16:35:16.293676
7403,14592,6192,40,2026-01-30 16:43:43.938891
7404,17643,7631,12,2026-01-30 16:42:24.375797
7405,14431,2064,25,2026-01-30 16:36:15.664311
7406,13457,7537,12,2026-01-30 16:41:39.330675
7407,15345,3034,34,2026-01-30 16:45:51.233567
7408,5689,1731,7,2026-01-30 16:44:33.111755
7409,16146,6763,44,2026-01-30 16:40:35.300142
7410,17113,465,41,2026-01-30 16:46:25.807550
7411,9411,5874,45,2026-01-30 16:46:53.640760
7412,3352,4698,49,2026-01-30 16:35:59.187891
7413,9168,7907,22,2026-01-30 16:43:37.194729
7414,2889,7675,17,2026-01-30 16:35:09.123938
7415,11903,37,27,2026-01-30 16:45:19.556995
7416,9908,4231,2,2026-01-30 16:39:28.834238
7417,14629,5828,9,2026-01-30 16:35:34.958688
7418,6381,3948,38,2026-01-30 16:40:34.117839
7419,12146,1026,26,2026-01-30 16:41:31.445930
7420,12261,157,6,2026-01-30 16:41:36.632078
7421,3562,2225,44,2026-01-30 16:37:54.271497
7422,3731,7981,26,2026-01-30 16:45:41.642829
7423,9436,5068,2,2026-01-30 16:40:06.302579
7424,19857,1861,49,2026-01-30 16:35:20.038376
7425,14677,830,15,2026-01-30 16:45:40.837500
7426,19057,5263,44,2026-01-30 16:40:35.734795
7427,8698,7400,32,2026-01-30 16:39:53.106448
7428,3681,4759,27,2026-01-30 16:38:25.733825
7429,10118,413,6,2026-01-30 16:45:44.872242
7430,11422,5986,8,2026-01-30 16:38:49.056935
7431,15624,5581,5,2026-01-30 16:35:19.480623
7432,1018,5957,13,2026-01-30 16:39:37.400619
7433,6803,7381,36,2026-01-30 16:35:45.108982
7434,16048,1776,28,2026-01-30 16:35:30.309599
7435,3711,4716,45,2026-01-30 16:37:07.083180
7436,7464,4382,5,2026-01-30 16:35:37.367494
7437,735,6111,45,2026-01-30 16:35:07.960160
7438,2515,7398,19,2026-01-30 16:41:16.989269
7439,18432,4623,3,2026-01-30 16:36:35.007325
7440,15405,2050,9,2026-01-30 16:40:26.114502
7441,15843,2811,46,2026-01-30 16:44:11.624269
7442,11554,4842,22,2026-01-30 16:34:55.872674
7443,10222,4515,29,2026-01-30 16:45:39.067850
7444,471,1445,1,2026-01-30 16:36:08.008476
7445,3090,6719,26,2026-01-30 16:35:29.781074
7446,4160,510,4,2026-01-30 16:43:35.968718
7447,10203,6253,25,2026-01-30 16:45:43.150665
7448,5260,7117,41,2026-01-30 16:34:52.582734
7449,10555,2313,31,2026-01-30 16:35:43.860476
7450,16986,6426,8,2026-01-30 16:43:18.762342
7451,12519,52,17,2026-01-30 16:43:29.102056
7452,19521,848,40,2026-01-30 16:41:02.922164
7453,12666,7349,30,2026-01-30 16:43:05.045224
7454,6569,3349,21,2026-01-30 16:42:44.539853
7455,19900,2016,21,2026-01-30 16:42:07.016603
7456,19360,7804,26,2026-01-30 16:43:56.654598
7457,19222,7746,9,2026-01-30 16:45:13.022538
7458,7911,4335,29,2026-01-30 16:35:54.904734
7459,3554,1019,5,2026-01-30 16:40:42.715943
7460,14462,1292,47,2026-01-30 16:40:20.585941
7461,6622,392,13,2026-01-30 16:37:09.873927
7462,6778,1800,1,2026-01-30 16:45:45.779506
7463,10101,698,46,2026-01-30 16:39:13.202805
7464,10333,2797,8,2026-01-30 16:37:22.772681
7465,10080,4757,3,2026-01-30 16:41:50.721613
7466,7061,3666,26,2026-01-30 16:43:20.601555
7467,18811,7347,43,2026-01-30 16:41:44.648535
7468,10414,5038,38,2026-01-30 16:39:30.376370
7469,7673,914,20,2026-01-30 16:37:04.849039
7470,11366,4008,22,2026-01-30 16:45:29.136610
7471,6275,6505,25,2026-01-30 16:45:36.940649
7472,16775,3709,25,2026-01-30 16:45:39.117099
7473,14241,2439,32,2026-01-30 16:40:35.004064
7474,8267,5406,45,2026-01-30 16:42:02.883245
7475,14934,3429,31,2026-01-30 16:45:41.699542
7476,4970,1663,2,2026-01-30 16:43:55.940924
7477,8144,4968,40,2026-01-30 16:46:05.273301
7478,11458,5520,25,2026-01-30 16:44:37.409984
7479,3888,2461,16,2026-01-30 16:37:25.532541
7480,10901,7915,44,2026-01-30 16:44:29.668600
7481,3934,4269,6,2026-01-30 16:41:28.072476
7482,1919,6505,35,2026-01-30 16:42:17.080131
7483,6802,819,20,2026-01-30 16:38:00.398207
7484,18992,7854,26,2026-01-30 16:35:36.616550
7485,11093,2800,7,2026-01-30 16:46:28.708270
7486,776,3042,19,2026-01-30 16:42:51.480448
7487,2663,463,20,2026-01-30 16:44:59.299836
7488,11583,7019,46,2026-01-30 16:45:15.274849
7489,9429,1186,32,2026-01-30 16:39:14.095625
7490,17590,2379,26,2026-01-30 16:35:29.346480
7491,3372,931,17,2026-01-30 16:44:11.067550
7492,8762,4486,14,2026-01-30 16:37:51.468765
7493,12706,3849,27,2026-01-30 16:45:32.337628
7494,10275,5770,8,2026-01-30 16:40:53.821328
7495,7437,5723,6,2026-01-30 16:37:51.665855
7496,14249,1483,28,2026-01-30 16:38:16.666163
7497,14614,2376,46,2026-01-30 16:45:56.538410
7498,14952,6031,8,2026-01-30 16:46:26.719534
7499,16846,958,9,2026-01-30 16:43:08.378712
7500,6599,7523,46,2026-01-30 16:38:38.564479
7501,563,4797,20,2026-01-30 16:37:07.683640
7502,4142,1335,30,2026-01-30 16:35:33.566475
7503,495,177,9,2026-01-30 16:36:08.088683
7504,1006,3995,29,2026-01-30 16:42:03.000679
7505,10825,45,8,2026-01-30 16:42:30.154614
7506,15713,7490,9,2026-01-30 16:34:50.926001
7507,15786,5334,30,2026-01-30 16:39:09.139261
7508,11075,5655,25,2026-01-30 16:38:20.374044
7509,4621,2678,29,2026-01-30 16:42:35.327948
7510,18863,4928,21,2026-01-30 16:39:51.648765
7511,16118,7762,35,2026-01-30 16:40:50.461272
7512,8261,3656,4,2026-01-30 16:39:14.046726
7513,10912,6902,20,2026-01-30 16:35:50.524828
7514,16267,4082,29,2026-01-30 16:40:27.910955
7515,16780,142,1,2026-01-30 16:43:11.398299
7516,679,4757,6,2026-01-30 16:39:19.004345
7517,12949,3855,19,2026-01-30 16:43:12.413503
7518,1400,1634,37,2026-01-30 16:43:08.286374
7519,605,5899,35,2026-01-30 16:38:13.056787
7520,3368,6929,36,2026-01-30 16:36:23.796455
7521,19527,4279,13,2026-01-30 16:44:53.559139
7522,1066,4944,22,2026-01-30 16:40:09.854973
7523,15804,7271,2,2026-01-30 16:44:39.650389
7524,18081,6257,29,2026-01-30 16:42:20.590514
7525,13618,619,11,2026-01-30 16:40:10.016536
7526,18445,3594,22,2026-01-30 16:40:41.386293
7527,2044,756,10,2026-01-30 16:37:25.536227
7528,2485,3297,23,2026-01-30 16:42:48.562575
7529,11311,6165,15,2026-01-30 16:40:05.747451
7530,18403,7433,38,2026-01-30 16:36:56.415656
7531,17674,783,18,2026-01-30 16:40:37.989540
7532,2247,6071,2,2026-01-30 16:37:42.537037
7533,9680,3676,4,2026-01-30 16:38:53.433871
7534,16331,1905,45,2026-01-30 16:35:43.671220
7535,5747,6273,23,2026-01-30 16:37:34.505116
7536,14009,2929,37,2026-01-30 16:34:55.780742
7537,15161,1549,30,2026-01-30 16:41:40.666175
7538,655,1369,49,2026-01-30 16:35:47.813016
7539,17315,5564,9,2026-01-30 16:41:57.495004
7540,2352,5784,5,2026-01-30 16:44:45.858643
7541,3982,4171,13,2026-01-30 16:39:37.144231
7542,9322,5369,29,2026-01-30 16:45:05.835140
7543,9236,921,24,2026-01-30 16:43:37.760330
7544,2879,4819,16,2026-01-30 16:37:12.706805
7545,8990,5647,19,2026-01-30 16:36:15.038364
7546,11594,3627,20,2026-01-30 16:37:36.180691
7547,347,7604,32,2026-01-30 16:39:21.265109
7548,4252,5627,19,2026-01-30 16:39:42.558295
7549,10569,3400,45,2026-01-30 16:44:56.792816
7550,4646,3080,35,2026-01-30 16:46:17.791288
7551,8229,4862,27,2026-01-30 16:44:01.446903
7552,15548,7719,3,2026-01-30 16:41:02.425124
7553,7886,2420,4,2026-01-30 16:45:11.068697
7554,7363,7631,38,2026-01-30 16:41:37.463037
7555,4359,3678,10,2026-01-30 16:37:08.389823
7556,5832,2362,37,2026-01-30 16:39:51.410272
7557,5635,7028,33,2026-01-30 16:36:32.244900
7558,14945,940,10,2026-01-30 16:44:55.623203
7559,13883,3917,44,2026-01-30 16:40:37.568827
7560,4950,2160,5,2026-01-30 16:40:20.133992
7561,3115,5678,14,2026-01-30 16:35:47.754368
7562,2294,2044,34,2026-01-30 16:46:00.245914
7563,19663,2450,14,2026-01-30 16:36:52.067553
7564,13042,3375,24,2026-01-30 16:44:52.324175
7565,392,7711,10,2026-01-30 16:41:21.993866
7566,12875,2813,25,2026-01-30 16:37:52.818192
7567,2077,2076,2,2026-01-30 16:42:07.839178
7568,11652,3579,2,2026-01-30 16:40:05.326100
7569,2733,5029,30,2026-01-30 16:46:17.983639
7570,16699,4165,20,2026-01-30 16:38:16.274465
7571,13019,1191,26,2026-01-30 16:43:57.581692
7572,7785,3483,3,2026-01-30 16:42:26.050656
7573,6962,3741,15,2026-01-30 16:43:14.987740
7574,5337,4916,8,2026-01-30 16:39:53.840564
7575,8812,511,40,2026-01-30 16:41:00.021660
7576,5276,6883,22,2026-01-30 16:41:35.887428
7577,15013,1020,31,2026-01-30 16:45:39.569340
7578,10308,357,43,2026-01-30 16:44:59.822053
7579,45,4351,39,2026-01-30 16:37:34.233710
7580,2576,6696,48,2026-01-30 16:36:29.621872
7581,16116,1107,39,2026-01-30 16:36:55.057663
7582,7012,2834,36,2026-01-30 16:41:41.360508
7583,6429,7870,13,2026-01-30 16:35:40.394827
7584,11889,477,30,2026-01-30 16:45:41.379130
7585,214,4537,30,2026-01-30 16:44:37.773602
7586,17485,4404,9,2026-01-30 16:38:27.715483
7587,1843,2208,25,2026-01-30 16:40:19.840073
7588,12264,3875,34,2026-01-30 16:37:57.820661
7589,122,4584,18,2026-01-30 16:44:37.955940
7590,16025,221,17,2026-01-30 16:40:58.050751
7591,6123,2405,31,2026-01-30 16:44:41.456256
7592,19163,7298,17,2026-01-30 16:46:32.556784
7593,10464,2538,23,2026-01-30 16:40:16.470143
7594,9050,6603,12,2026-01-30 16:38:36.412167
7595,10709,568,2,2026-01-30 16:35:32.754509
7596,6567,6211,47,2026-01-30 16:37:17.962847
7597,9640,6530,30,2026-01-30 16:39:27.018842
7598,15548,6632,14,2026-01-30 16:41:27.425124
7599,2376,857,16,2026-01-30 16:45:20.933077
7600,11050,2541,39,2026-01-30 16:39:00.520823
7601,17755,7281,3,2026-01-30 16:44:36.863423
7602,7528,7103,4,2026-01-30 16:44:19.325020
7603,10126,1502,25,2026-01-30 16:40:29.676411
7604,5049,3312,23,2026-01-30 16:39:38.887594
7605,2647,4471,45,2026-01-30 16:38:15.399550
7606,4450,2794,25,2026-01-30 16:45:14.858949
7607,19598,1651,11,2026-01-30 16:40:28.529130
7608,2761,7241,37,2026-01-30 16:36:24.426609
7609,8562,1827,12,2026-01-30 16:41:04.184845
7610,3901,1874,46,2026-01-30 16:43:41.707376
7611,1952,1775,6,2026-01-30 16:38:47.669010
7612,18847,3131,43,2026-01-30 16:44:37.986965
7613,14467,6050,42,2026-01-30 16:35:25.839099
7614,9412,3613,6,2026-01-30 16:34:58.312182
7615,17574,6977,33,2026-01-30 16:40:15.202118
7616,19881,1526,46,2026-01-30 16:41:27.360822
7617,9960,348,38,2026-01-30 16:37:11.014815
7618,8788,4806,27,2026-01-30 16:42:25.387599
7619,8194,1718,43,2026-01-30 16:37:41.100519
7620,5101,4093,30,2026-01-30 16:39:28.936512
7621,8539,6823,29,2026-01-30 16:36:25.125005
7622,2706,5326,22,2026-01-30 16:39:58.823214
7623,5310,5611,24,2026-01-30 16:42:37.750877
7624,2098,6504,6,2026-01-30 16:39:26.075680
7625,18073,6107,45,2026-01-30 16:43:59.872315
7626,1678,4551,49,2026-01-30 16:37:22.248270
7627,7233,2160,25,2026-01-30 16:43:14.502402
7628,879,7573,4,2026-01-30 16:38:11.412400
7629,9256,1196,37,2026-01-30 16:45:50.244427
7630,9210,4593,7,2026-01-30 16:41:45.249546
7631,1486,6106,45,2026-01-30 16:41:13.941591
7632,11221,7406,38,2026-01-30 16:44:42.959516
7633,447,3482,14,2026-01-30 16:44:01.568024
7634,6825,6565,24,2026-01-30 16:44:51.483795
7635,13678,5162,35,2026-01-30 16:44:37.988827
7636,3381,3810,45,2026-01-30 16:41:26.700005
7637,15016,5631,30,2026-01-30 16:37:01.534520
7638,17364,965,17,2026-01-30 16:37:27.018831
7639,5125,6782,12,2026-01-30 16:41:44.712403
7640,16585,3018,1,2026-01-30 16:46:00.704781
7641,6610,6991,28,2026-01-30 16:39:56.067653
7642,3669,4164,13,2026-01-30 16:42:33.676274
7643,4401,730,24,2026-01-30 16:43:48.834675
7644,18814,1698,22,2026-01-30 16:36:34.350503
7645,12343,2606,45,2026-01-30 16:41:57.656461
7646,7839,4684,34,2026-01-30 16:35:38.814550
7647,2204,1203,4,2026-01-30 16:34:36.456578
7648,14346,6854,1,2026-01-30 16:41:13.379044
7649,1942,4287,35,2026-01-30 16:42:16.295283
7650,15862,1780,13,2026-01-30 16:42:44.585126
7651,7747,5410,22,2026-01-30 16:40:28.283372
7652,18477,5561,1,2026-01-30 16:43:37.526595
7653,15068,7463,43,2026-01-30 16:42:45.239186
7654,18512,1531,25,2026-01-30 16:43:24.411970
7655,10377,2791,27,2026-01-30 16:46:44.827526
7656,10802,6164,9,2026-01-30 16:37:52.595399
7657,10443,2535,23,2026-01-30 16:37:06.483066
7658,11310,3165,3,2026-01-30 16:37:15.964265
7659,16427,2158,8,2026-01-30 16:34:57.364032
7660,16826,6078,31,2026-01-30 16:36:13.878709
7661,18058,3156,32,2026-01-30 16:45:31.668761
7662,784,392,23,2026-01-30 16:45:27.172757
7663,1512,3392,27,2026-01-30 16:37:05.947168
7664,13428,7642,32,2026-01-30 16:45:05.759059
7665,11410,4718,17,2026-01-30 16:41:14.634300
7666,1356,2234,12,2026-01-30 16:46:06.114698
7667,19637,3964,27,2026-01-30 16:40:12.974117
7668,8055,5934,45,2026-01-30 16:45:25.520144
7669,2107,5293,34,2026-01-30 16:44:56.153326
7670,8780,4718,1,2026-01-30 16:46:06.780110
7671,15339,4518,9,2026-01-30 16:35:00.606281
7672,9633,6064,42,2026-01-30 16:37:38.492117
7673,4263,3305,4,2026-01-30 16:42:42.555855
7674,8822,26,24,2026-01-30 16:45:21.647385
7675,6634,7995,29,2026-01-30 16:44:12.590524
7676,6891,3789,4,2026-01-30 16:35:33.039203
7677,14717,5252,16,2026-01-30 16:42:58.188718
7678,12178,4831,36,2026-01-30 16:37:07.230952
7679,7527,3483,36,2026-01-30 16:36:24.347943
7680,6296,740,17,2026-01-30 16:34:47.606378
7681,2920,5865,36,2026-01-30 16:40:35.462064
7682,13787,3913,24,2026-01-30 16:44:37.579955
7683,2246,6366,30,2026-01-30 16:36:36.779790
7684,959,611,48,2026-01-30 16:42:14.792541
7685,14203,6548,10,2026-01-30 16:36:00.182272
7686,17706,3675,46,2026-01-30 16:40:25.528524
7687,6356,3901,19,2026-01-30 16:41:30.071797
7688,4377,5225,3,2026-01-30 16:43:18.921589
7689,7407,4580,16,2026-01-30 16:45:10.226355
7690,8046,1735,10,2026-01-30 16:46:31.875033
7691,15475,1746,29,2026-01-30 16:46:17.773680
7692,15797,4330,28,2026-01-30 16:36:57.637060
7693,11346,1990,12,2026-01-30 16:46:16.770009
7694,11119,6669,20,2026-01-30 16:38:10.990861
7695,8252,381,43,2026-01-30 16:38:05.365858
7696,18612,2221,8,2026-01-30 16:40:47.017679
7697,6673,892,49,2026-01-30 16:44:03.807739
7698,14598,7865,10,2026-01-30 16:45:35.508115
7699,5888,1882,10,2026-01-30 16:45:47.715906
7700,5422,851,40,2026-01-30 16:38:19.302430
7701,7476,4810,25,2026-01-30 16:39:38.568592
7702,9811,2709,34,2026-01-30 16:37:23.321418
7703,11884,1353,1,2026-01-30 16:38:46.153434
7704,15987,7407,28,2026-01-30 16:42:24.014062
7705,10409,726,7,2026-01-30 16:38:35.669223
7706,5612,1838,6,2026-01-30 16:45:50.059973
7707,5743,3212,44,2026-01-30 16:41:49.307882
7708,14285,6117,11,2026-01-30 16:34:48.918534
7709,15984,3626,29,2026-01-30 16:42:33.491940
7710,13715,5295,3,2026-01-30 16:34:30.571318
7711,17049,806,7,2026-01-30 16:35:53.238546
7712,2344,5857,3,2026-01-30 16:45:59.910563
7713,6201,4220,7,2026-01-30 16:45:58.412054
7714,4080,532,22,2026-01-30 16:35:10.387455
7715,4651,5946,23,2026-01-30 16:40:40.089123
7716,13294,2337,16,2026-01-30 16:35:00.023543
7717,18271,185,42,2026-01-30 16:35:13.577939
7718,15611,6885,14,2026-01-30 16:43:03.294782
7719,19659,288,24,2026-01-30 16:37:24.410852
7720,152,5088,17,2026-01-30 16:43:52.332529
7721,3041,5843,47,2026-01-30 16:45:26.695514
7722,7814,2740,29,2026-01-30 16:39:55.697387
7723,16789,7248,34,2026-01-30 16:46:07.509222
7724,941,1463,10,2026-01-30 16:36:18.393590
7725,10450,4610,20,2026-01-30 16:44:34.227061
7726,13857,6118,25,2026-01-30 16:34:34.047101
7727,16125,4286,8,2026-01-30 16:44:44.167337
7728,216,1396,5,2026-01-30 16:37:02.341907
7729,14358,7724,12,2026-01-30 16:36:42.118959
7730,8640,7067,23,2026-01-30 16:44:24.362451
7731,705,5585,10,2026-01-30 16:39:17.448358
7732,19918,6169,42,2026-01-30 16:35:45.510966
7733,15419,2665,33,2026-01-30 16:40:47.100011
7734,19023,3999,18,2026-01-30 16:45:01.934140
7735,19815,3692,32,2026-01-30 16:46:40.890964
7736,3623,475,42,2026-01-30 16:38:25.612600
7737,365,4820,11,2026-01-30 16:36:45.968905
7738,18289,168,33,2026-01-30 16:37:50.544935
7739,960,2132,9,2026-01-30 16:40:58.173866
7740,11408,33,26,2026-01-30 16:46:13.597012
7741,5039,6803,26,2026-01-30 16:35:37.932648
7742,3542,4815,45,2026-01-30 16:46:35.207837
7743,6534,2576,32,2026-01-30 16:39:19.153838
7744,17464,1976,41,2026-01-30 16:45:10.091387
7745,13651,4784,15,2026-01-30 16:41:13.921952
7746,4820,3268,25,2026-01-30 16:41:42.133541
7747,4428,2912,35,2026-01-30 16:44:40.901190
7748,12644,1344,47,2026-01-30 16:40:36.068750
7749,862,923,44,2026-01-30 16:38:32.533215
7750,782,2871,19,2026-01-30 16:43:32.032716
7751,18017,6379,43,2026-01-30 16:45:20.494921
7752,9908,2511,27,2026-01-30 16:39:11.834238
7753,14590,6181,41,2026-01-30 16:34:54.407348
7754,5876,5365,21,2026-01-30 16:40:01.145920
7755,11017,4266,48,2026-01-30 16:34:44.401985
7756,11996,16,28,2026-01-30 16:36:16.547744
7757,19667,392,38,2026-01-30 16:40:54.604090
7758,4393,189,19,2026-01-30 16:37:45.044991
7759,13650,7080,23,2026-01-30 16:43:45.813962
7760,1200,2402,22,2026-01-30 16:46:20.057191
7761,18967,7339,34,2026-01-30 16:44:16.723087
7762,13282,7971,17,2026-01-30 16:39:55.323335
7763,17266,7877,32,2026-01-30 16:39:59.125458
7764,12655,1879,12,2026-01-30 16:43:10.164542
7765,828,3099,26,2026-01-30 16:37:30.599045
7766,17201,3884,26,2026-01-30 16:37:07.729441
7767,8656,4354,46,2026-01-30 16:37:31.796324
7768,13335,881,42,2026-01-30 16:38:05.403142
7769,9132,7864,34,2026-01-30 16:44:42.641457
7770,16838,3717,27,2026-01-30 16:43:50.786035
7771,14972,3755,20,2026-01-30 16:39:26.158911
7772,15389,1331,49,2026-01-30 16:38:51.713985
7773,12142,3331,4,2026-01-30 16:40:05.316643
7774,6866,88,18,2026-01-30 16:35:21.485249
7775,13132,3939,21,2026-01-30 16:43:18.569733
7776,11810,2910,39,2026-01-30 16:42:38.180839
7777,687,3176,12,2026-01-30 16:44:37.710202
7778,9468,1160,9,2026-01-30 16:43:47.073041
7779,9432,519,36,2026-01-30 16:39:22.006805
7780,11117,245,15,2026-01-30 16:42:46.731750
7781,15702,6485,11,2026-01-30 16:43:06.499715
7782,16120,1536,33,2026-01-30 16:42:53.295493
7783,19898,6716,2,2026-01-30 16:42:27.523123
7784,7441,1204,33,2026-01-30 16:38:12.838253
7785,114,5787,29,2026-01-30 16:43:23.434614
7786,11550,1196,9,2026-01-30 16:44:46.575874
7787,7363,1461,17,2026-01-30 16:41:37.463037
7788,5339,2368,31,2026-01-30 16:42:35.536536
7789,15451,1662,23,2026-01-30 16:39:25.851631
7790,2047,2481,6,2026-01-30 16:44:22.870495
7791,16098,1130,27,2026-01-30 16:38:13.372860
7792,6989,7004,46,2026-01-30 16:37:05.001729
7793,7821,4695,48,2026-01-30 16:41:27.343556
7794,2624,7140,4,2026-01-30 16:35:03.260210
7795,14367,3913,8,2026-01-30 16:36:01.991983
7796,5318,5482,9,2026-01-30 16:36:29.793339
7797,7298,350,9,2026-01-30 16:34:35.502589
7798,16541,2204,33,2026-01-30 16:44:42.689561
7799,17589,2477,39,2026-01-30 16:44:33.056079
7800,18651,7114,14,2026-01-30 16:35:23.979332
