impression_id,search_id,item_id,position,timestamp
26805,15475,1746,29,2026-01-30 16:46:08.773680
26806,19707,7569,5,2026-01-30 16:44:51.111193
26807,1295,1343,17,2026-01-30 16:38:22.545372
26808,17121,5510,49,2026-01-30 16:44:35.453374
26809,1520,2256,33,2026-01-30 16:37:50.878498
26810,8527,1168,39,2026-01-30 16:40:52.754089
26811,12979,4292,17,2026-01-30 16:43:34.332255
26812,2200,572,24,2026-01-30 16:39:04.504135
26813,18050,4533,37,2026-01-30 16:39:54.718169
26814,15816,66,21,2026-01-30 16:36:44.083441
26815,11699,4866,2,2026-01-30 16:41:18.722878
26816,6959,1081,24,2026-01-30 16:41:17.132149
26817,8194,1718,43,2026-01-30 16:37:39.100519
26818,465,2920,38,2026-01-30 16:41:40.423262
26819,2093,4740,23,2026-01-30 16:41:31.032434
26820,4628,98,36,2026-01-30 16:37:22.633991
26821,3274,1202,28,2026-01-30 16:36:52.881575
26822,11407,3928,20,2026-01-30 16:42:02.743874
26823,15957,2352,33,2026-01-30 16:39:25.828747
26824,3948,3114,10,2026-01-30 16:42:15.789840
26825,8864,2696,47,2026-01-30 16:46:05.988177
26826,18943,2181,42,2026-01-30 16:38:05.531482
26827,5056,7674,26,2026-01-30 16:43:47.514324
26828,11180,649,3,2026-01-30 16:35:08.756528
26829,10463,4032,17,2026-01-30 16:43:02.812978
26830,237,1771,23,2026-01-30 16:34:38.174846
26831,5971,1883,3,2026-01-30 16:36:04.211594
26832,18193,334,39,2026-01-30 16:34:54.420006
26833,5616,5449,5,2026-01-30 16:39:10.494560
26834,15944,2158,9,2026-01-30 16:36:47.741564
26835,13477,6468,6,2026-01-30 16:36:05.839513
26836,17214,6976,30,2026-01-30 16:39:31.058676
26837,16084,4134,12,2026-01-30 16:43:02.859832
26838,9703,2017,28,2026-01-30 16:45:42.214255
26839,12417,1581,14,2026-01-30 16:35:01.209762
26840,19001,227,42,2026-01-30 16:35:35.649466
26841,15955,4327,34,2026-01-30 16:38:48.802524
26842,17496,7753,30,2026-01-30 16:36:07.405365
26843,8127,7211,41,2026-01-30 16:42:02.167180
26844,10255,5608,26,2026-01-30 16:39:25.250352
26845,1313,1293,3,2026-01-30 16:39:21.471123
26846,14602,7391,43,2026-01-30 16:40:32.733357
26847,10421,122,28,2026-01-30 16:46:21.794026
26848,4999,6176,46,2026-01-30 16:43:01.658769
26849,598,4312,46,2026-01-30 16:41:13.265162
26850,8314,4604,1,2026-01-30 16:42:47.333915
26851,18975,7731,12,2026-01-30 16:35:26.208553
26852,10032,6464,43,2026-01-30 16:45:46.591288
26853,11090,6122,43,2026-01-30 16:45:49.989770
26854,3750,1800,1,2026-01-30 16:41:10.871252
26855,8231,3479,26,2026-01-30 16:43:16.953101
26856,9536,396,36,2026-01-30 16:46:08.167708
26857,6205,7098,24,2026-01-30 16:44:05.594033
26858,15125,7602,34,2026-01-30 16:46:05.413751
26859,14252,2569,23,2026-01-30 16:46:15.551919
26860,10977,5785,45,2026-01-30 16:39:01.429755
26861,9580,481,23,2026-01-30 16:43:00.330350
26862,4614,7871,47,2026-01-30 16:37:28.730888
26863,19809,7437,45,2026-01-30 16:40:08.367730
26864,5999,6657,31,2026-01-30 16:43:19.745866
26865,15124,3266,14,2026-01-30 16:43:06.408418
26866,7331,2209,23,2026-01-30 16:45:46.951761
26867,17945,7784,10,2026-01-30 16:34:57.287672
26868,4867,569,10,2026-01-30 16:46:28.073925
26869,4248,2768,25,2026-01-30 16:34:55.497467
26870,16874,3807,6,2026-01-30 16:35:19.507529
26871,358,5702,1,2026-01-30 16:37:29.869292
26872,16426,5071,13,2026-01-30 16:37:12.755011
26873,2786,4905,37,2026-01-30 16:37:44.778019
26874,4456,6401,40,2026-01-30 16:42:45.011471
26875,13590,2004,15,2026-01-30 16:43:51.863324
26876,16333,4923,12,2026-01-30 16:42:20.276518
26877,14899,4177,40,2026-01-30 16:38:06.470929
26878,1737,7826,46,2026-01-30 16:43:36.668451
26879,10506,7241,33,2026-01-30 16:39:24.385991
26880,2930,7058,17,2026-01-30 16:43:41.383477
26881,4938,3061,24,2026-01-30 16:38:40.670740
26882,6857,1563,36,2026-01-30 16:45:22.718216
26883,18383,7571,26,2026-01-30 16:41:57.912264
26884,18790,2054,47,2026-01-30 16:41:39.695963
26885,17444,3835,22,2026-01-30 16:38:04.978265
26886,2374,2145,21,2026-01-30 16:42:56.687038
26887,3817,7656,7,2026-01-30 16:45:10.873423
26888,15552,6939,41,2026-01-30 16:45:19.569023
26889,3269,4869,3,2026-01-30 16:37:27.716084
26890,18585,4774,28,2026-01-30 16:41:56.934594
26891,19543,4956,29,2026-01-30 16:38:01.711840
26892,18805,2791,25,2026-01-30 16:43:10.780965
26893,9100,4122,31,2026-01-30 16:39:32.631006
26894,9432,2940,24,2026-01-30 16:38:50.006805
26895,14607,6036,14,2026-01-30 16:41:01.424210
26896,5969,338,2,2026-01-30 16:35:57.231927
26897,13221,7383,21,2026-01-30 16:46:36.806187
26898,8665,4946,6,2026-01-30 16:42:30.807316
26899,2001,2951,41,2026-01-30 16:45:13.528973
26900,11816,7521,40,2026-01-30 16:44:09.052501
26901,7007,5369,30,2026-01-30 16:45:47.667943
26902,9359,6630,4,2026-01-30 16:44:16.841344
26903,3116,236,29,2026-01-30 16:45:59.161138
26904,2293,2312,24,2026-01-30 16:34:54.193800
26905,11284,1317,39,2026-01-30 16:43:10.196480
26906,17152,2267,24,2026-01-30 16:38:19.259136
26907,10433,7648,36,2026-01-30 16:39:44.819728
26908,17442,3214,21,2026-01-30 16:34:41.307271
26909,18517,6648,46,2026-01-30 16:44:02.129553
26910,4497,2521,40,2026-01-30 16:45:56.490023
26911,13314,6076,18,2026-01-30 16:40:27.636518
26912,16630,332,3,2026-01-30 16:39:29.813565
26913,11772,444,25,2026-01-30 16:40:22.884872
26914,15475,1130,31,2026-01-30 16:46:09.773680
26915,6011,7466,15,2026-01-30 16:45:59.616568
26916,11512,5130,25,2026-01-30 16:40:30.072966
26917,10958,1043,11,2026-01-30 16:42:41.052321
26918,17047,6495,32,2026-01-30 16:43:42.512504
26919,1442,4590,16,2026-01-30 16:38:00.158102
26920,13562,6298,46,2026-01-30 16:44:21.362427
26921,9465,4187,43,2026-01-30 16:40:35.458281
26922,10229,4241,32,2026-01-30 16:39:27.965271
26923,8042,2536,2,2026-01-30 16:42:29.912503
26924,16139,1728,30,2026-01-30 16:40:03.401187
26925,7780,3659,23,2026-01-30 16:37:36.205986
26926,8225,271,1,2026-01-30 16:41:24.059836
26927,7003,2149,35,2026-01-30 16:44:28.743946
26928,12600,1321,7,2026-01-30 16:40:45.106281
26929,12314,2089,21,2026-01-30 16:43:21.125125
26930,3953,672,14,2026-01-30 16:35:52.170588
26931,2847,1177,7,2026-01-30 16:38:17.018417
26932,4214,2887,10,2026-01-30 16:41:05.990773
26933,18223,3088,38,2026-01-30 16:36:50.713028
26934,5683,5667,46,2026-01-30 16:42:28.507498
26935,6416,261,3,2026-01-30 16:38:44.667629
26936,3066,19,31,2026-01-30 16:37:14.043442
26937,8023,6521,31,2026-01-30 16:44:16.726577
26938,4731,5607,12,2026-01-30 16:42:12.122307
26939,18809,7422,36,2026-01-30 16:35:19.459591
26940,6438,3653,32,2026-01-30 16:45:23.480577
26941,8816,2523,7,2026-01-30 16:36:07.610578
26942,1789,1242,43,2026-01-30 16:37:01.018286
26943,1556,4121,45,2026-01-30 16:36:23.133136
26944,11977,3858,12,2026-01-30 16:42:40.732873
26945,9741,2530,28,2026-01-30 16:40:40.620996
26946,16461,2839,15,2026-01-30 16:45:06.170418
26947,13084,5158,17,2026-01-30 16:35:14.487071
26948,1008,5147,17,2026-01-30 16:35:21.036684
26949,2501,4161,26,2026-01-30 16:46:10.893592
26950,2718,4492,40,2026-01-30 16:42:20.257642
26951,4631,5884,38,2026-01-30 16:41:21.456137
26952,5131,2118,5,2026-01-30 16:43:21.413932
26953,9010,422,10,2026-01-30 16:39:02.731226
26954,5051,4706,8,2026-01-30 16:38:51.569549
26955,15897,3620,47,2026-01-30 16:42:32.134891
26956,5680,4648,8,2026-01-30 16:36:29.014002
26957,4606,398,40,2026-01-30 16:36:34.309791
26958,16686,5175,23,2026-01-30 16:45:21.445912
26959,2360,5508,10,2026-01-30 16:46:28.161687
26960,11251,1560,18,2026-01-30 16:36:20.211209
26961,15262,7390,15,2026-01-30 16:39:51.338456
26962,10483,1726,12,2026-01-30 16:37:03.507081
26963,13253,2501,40,2026-01-30 16:42:34.977165
26964,2234,333,22,2026-01-30 16:42:29.893305
26965,12018,7998,48,2026-01-30 16:37:52.980849
26966,10825,691,34,2026-01-30 16:42:40.154614
26967,1324,999,22,2026-01-30 16:41:51.734944
26968,13839,852,46,2026-01-30 16:44:55.216059
26969,3229,1743,22,2026-01-30 16:41:24.962899
26970,8144,4968,40,2026-01-30 16:45:48.273301
26971,1866,5401,49,2026-01-30 16:37:10.361425
26972,3247,2187,8,2026-01-30 16:42:58.013956
26973,5435,7327,29,2026-01-30 16:35:40.572222
26974,11761,5724,28,2026-01-30 16:37:06.555880
26975,14810,7067,47,2026-01-30 16:46:04.131408
26976,17121,461,19,2026-01-30 16:44:53.453374
26977,10355,6711,5,2026-01-30 16:45:35.658960
26978,18615,7329,10,2026-01-30 16:42:56.511874
26979,3463,2825,7,2026-01-30 16:43:27.168286
26980,4376,6563,7,2026-01-30 16:45:35.456976
26981,1642,614,42,2026-01-30 16:42:02.110556
26982,5044,60,42,2026-01-30 16:37:42.908578
26983,18846,7176,6,2026-01-30 16:40:50.865273
26984,11042,7166,25,2026-01-30 16:42:26.807320
26985,15121,2509,32,2026-01-30 16:37:16.950422
26986,8941,6805,16,2026-01-30 16:39:27.875594
26987,15986,191,49,2026-01-30 16:42:27.056921
26988,4619,6501,7,2026-01-30 16:46:37.480310
26989,3851,5554,20,2026-01-30 16:35:41.609424
26990,15363,426,12,2026-01-30 16:38:48.725806
26991,9041,6688,9,2026-01-30 16:43:02.524903
26992,2927,2974,1,2026-01-30 16:38:24.737447
26993,3413,1282,11,2026-01-30 16:41:53.340862
26994,14021,4709,29,2026-01-30 16:37:16.157421
26995,11824,4491,11,2026-01-30 16:39:32.926759
26996,12836,1757,19,2026-01-30 16:40:58.088191
26997,17099,4135,20,2026-01-30 16:39:47.700004
26998,19248,4155,10,2026-01-30 16:35:40.305475
26999,15801,3636,17,2026-01-30 16:40:33.294284
27000,18077,4293,33,2026-01-30 16:42:04.196913
27001,2115,7033,30,2026-01-30 16:41:44.875833
27002,3804,4097,29,2026-01-30 16:42:38.045986
27003,12519,5394,40,2026-01-30 16:43:22.102056
27004,2959,5057,31,2026-01-30 16:40:31.072757
27005,17997,6765,17,2026-01-30 16:36:33.943994
27006,937,4290,5,2026-01-30 16:37:22.951124
27007,2233,944,14,2026-01-30 16:45:04.398634
27008,6971,5545,19,2026-01-30 16:39:51.372183
27009,17254,1459,21,2026-01-30 16:45:09.777992
27010,3622,7238,43,2026-01-30 16:38:18.134418
27011,19100,543,13,2026-01-30 16:43:17.133832
27012,12487,255,32,2026-01-30 16:36:27.602470
27013,3445,2530,15,2026-01-30 16:36:34.445985
27014,10227,7806,4,2026-01-30 16:34:53.962643
27015,650,5865,37,2026-01-30 16:36:54.363832
27016,17145,7729,47,2026-01-30 16:43:06.310078
27017,13105,3128,49,2026-01-30 16:45:06.602966
27018,14779,5361,9,2026-01-30 16:36:43.821692
27019,9566,5271,26,2026-01-30 16:42:10.186597
27020,5509,206,43,2026-01-30 16:45:27.897173
27021,3153,1929,31,2026-01-30 16:44:23.559473
27022,12830,3936,5,2026-01-30 16:43:11.390080
27023,12509,6523,21,2026-01-30 16:45:26.588612
27024,15949,3724,4,2026-01-30 16:38:46.233205
27025,8959,7692,23,2026-01-30 16:45:41.453566
27026,4210,7688,11,2026-01-30 16:38:28.849064
27027,17113,6709,31,2026-01-30 16:46:13.807550
27028,10225,7804,14,2026-01-30 16:46:12.528116
27029,11205,4034,13,2026-01-30 16:38:00.734530
27030,841,1585,45,2026-01-30 16:45:22.220067
27031,2363,658,29,2026-01-30 16:43:43.333260
27032,6405,5457,20,2026-01-30 16:44:43.905715
27033,9304,490,48,2026-01-30 16:41:15.859035
27034,16504,7870,15,2026-01-30 16:42:35.718434
27035,15821,5327,44,2026-01-30 16:42:00.550515
27036,9397,381,40,2026-01-30 16:35:09.827866
27037,16014,2244,42,2026-01-30 16:36:21.276129
27038,5099,4578,9,2026-01-30 16:42:11.446410
27039,3852,6327,23,2026-01-30 16:40:09.700339
27040,9318,5086,37,2026-01-30 16:45:15.498551
27041,10483,2857,46,2026-01-30 16:36:57.507081
27042,16631,5786,43,2026-01-30 16:41:13.076299
27043,18125,3062,6,2026-01-30 16:37:35.202077
27044,5369,3482,9,2026-01-30 16:44:02.986871
27045,1270,5673,37,2026-01-30 16:44:41.141362
27046,6611,5730,3,2026-01-30 16:43:20.965791
27047,2299,5158,12,2026-01-30 16:35:56.559913
27048,4230,7410,13,2026-01-30 16:36:34.595327
27049,12905,3228,17,2026-01-30 16:40:27.817878
27050,42,6018,4,2026-01-30 16:36:18.283403
27051,1659,2760,41,2026-01-30 16:43:00.941369
27052,546,4660,27,2026-01-30 16:44:36.357682
27053,19367,1437,11,2026-01-30 16:45:08.995669
27054,6632,3048,48,2026-01-30 16:34:51.972501
27055,14248,6865,40,2026-01-30 16:36:31.086308
27056,12126,4946,9,2026-01-30 16:44:04.214605
27057,6282,7924,37,2026-01-30 16:41:41.662905
27058,2891,277,6,2026-01-30 16:44:21.685970
27059,14928,2719,17,2026-01-30 16:39:43.369047
27060,6510,5291,32,2026-01-30 16:42:54.379854
27061,18509,7141,33,2026-01-30 16:35:56.729956
27062,486,4012,41,2026-01-30 16:40:42.881793
27063,19199,1172,13,2026-01-30 16:37:37.763718
27064,14140,3449,48,2026-01-30 16:43:31.444665
27065,3832,5693,20,2026-01-30 16:43:05.192366
27066,17304,5331,37,2026-01-30 16:42:02.454222
27067,7408,6509,37,2026-01-30 16:38:45.068703
27068,18694,1957,21,2026-01-30 16:40:25.223737
27069,10155,2870,20,2026-01-30 16:38:38.321613
27070,18410,7392,46,2026-01-30 16:35:43.145030
27071,16692,2186,10,2026-01-30 16:39:20.665568
27072,9315,2946,35,2026-01-30 16:39:42.527561
27073,3352,4454,3,2026-01-30 16:35:43.187891
27074,11588,2240,22,2026-01-30 16:45:47.460554
27075,18244,5339,45,2026-01-30 16:41:25.501744
27076,13495,3729,17,2026-01-30 16:39:35.069510
27077,5554,7,2,2026-01-30 16:34:53.624004
27078,3689,3476,5,2026-01-30 16:41:36.868067
27079,17848,5340,14,2026-01-30 16:37:39.217909
27080,6335,4172,9,2026-01-30 16:38:03.923909
27081,2216,1907,13,2026-01-30 16:44:40.873640
27082,73,2439,37,2026-01-30 16:45:35.313538
27083,15040,4551,43,2026-01-30 16:38:38.983102
27084,4653,2030,32,2026-01-30 16:40:28.093132
27085,13124,1765,30,2026-01-30 16:36:49.850551
27086,15402,4361,29,2026-01-30 16:45:22.770588
27087,13410,3482,11,2026-01-30 16:34:29.883972
27088,6780,841,2,2026-01-30 16:37:28.898132
27089,2939,4220,46,2026-01-30 16:41:34.538672
27090,3124,5664,12,2026-01-30 16:35:38.397591
27091,10402,7628,36,2026-01-30 16:42:43.190275
27092,16467,1252,44,2026-01-30 16:44:43.043243
27093,5388,4179,29,2026-01-30 16:43:51.945874
27094,2543,4925,30,2026-01-30 16:38:30.146062
27095,12688,2853,40,2026-01-30 16:35:16.130522
27096,5413,6343,40,2026-01-30 16:43:59.807085
27097,5071,6203,17,2026-01-30 16:40:03.934630
27098,12132,2921,38,2026-01-30 16:36:11.392180
27099,15597,3478,27,2026-01-30 16:38:43.645506
27100,17030,2673,29,2026-01-30 16:36:13.462154
27101,10660,6541,30,2026-01-30 16:42:05.142940
27102,7165,5008,48,2026-01-30 16:42:15.375440
27103,13750,3372,49,2026-01-30 16:38:00.173118
27104,9606,7513,2,2026-01-30 16:39:59.110083
27105,6071,5020,11,2026-01-30 16:42:57.536653
27106,17700,2956,10,2026-01-30 16:34:55.968620
27107,5927,3188,13,2026-01-30 16:38:35.540547
27108,8029,1990,46,2026-01-30 16:34:26.452172
27109,17973,3334,43,2026-01-30 16:39:31.905074
27110,12648,2648,9,2026-01-30 16:35:20.730368
27111,18964,4420,49,2026-01-30 16:41:54.045008
27112,12224,4736,44,2026-01-30 16:35:45.012184
27113,8456,3635,14,2026-01-30 16:36:33.637434
27114,4350,5155,45,2026-01-30 16:44:36.858744
27115,10794,3593,13,2026-01-30 16:38:53.629280
27116,11220,2935,9,2026-01-30 16:45:34.010090
27117,3855,6669,17,2026-01-30 16:38:09.008172
27118,2820,4028,31,2026-01-30 16:43:45.293329
27119,5477,6245,8,2026-01-30 16:38:01.753087
27120,6768,4659,34,2026-01-30 16:36:50.958461
27121,4799,651,28,2026-01-30 16:41:26.772371
27122,2426,669,7,2026-01-30 16:40:28.638807
27123,7127,5033,37,2026-01-30 16:36:18.093695
27124,2356,7463,7,2026-01-30 16:35:16.164846
27125,2911,7916,40,2026-01-30 16:39:07.907410
27126,1970,7435,36,2026-01-30 16:45:36.779531
27127,5196,7982,28,2026-01-30 16:36:46.837753
27128,3602,2030,11,2026-01-30 16:46:01.603827
27129,12784,5143,17,2026-01-30 16:46:15.018427
27130,17222,1077,45,2026-01-30 16:41:41.821477
27131,14216,3588,23,2026-01-30 16:42:32.212384
27132,1055,6301,49,2026-01-30 16:44:14.906137
27133,15584,4833,9,2026-01-30 16:41:15.566023
27134,17433,7725,22,2026-01-30 16:37:58.948185
27135,17619,4062,23,2026-01-30 16:39:06.142755
27136,19623,2388,19,2026-01-30 16:42:23.441924
27137,9558,4769,38,2026-01-30 16:42:38.201792
27138,10674,3179,37,2026-01-30 16:45:03.834498
27139,19685,344,24,2026-01-30 16:36:20.362036
27140,6207,671,47,2026-01-30 16:45:01.847197
27141,6224,361,12,2026-01-30 16:37:10.609344
27142,12234,2849,12,2026-01-30 16:39:51.051588
27143,8873,6604,31,2026-01-30 16:40:39.638151
27144,8753,6710,5,2026-01-30 16:35:43.338371
27145,11973,1742,2,2026-01-30 16:41:23.823238
27146,2321,2047,10,2026-01-30 16:41:00.415117
27147,10248,891,26,2026-01-30 16:41:28.345263
27148,15427,1404,6,2026-01-30 16:36:08.285319
27149,4953,4676,17,2026-01-30 16:36:16.211343
27150,17853,735,5,2026-01-30 16:43:21.860629
27151,10835,7706,48,2026-01-30 16:36:44.812011
27152,5145,1360,26,2026-01-30 16:43:29.695546
27153,3127,2929,11,2026-01-30 16:34:42.386079
27154,13614,3064,13,2026-01-30 16:35:40.195662
27155,4706,3751,29,2026-01-30 16:40:47.791482
27156,18024,2914,8,2026-01-30 16:42:00.725054
27157,6697,485,24,2026-01-30 16:37:09.691182
27158,8480,4341,40,2026-01-30 16:45:36.487552
27159,13530,2289,18,2026-01-30 16:38:57.757655
27160,19735,6983,1,2026-01-30 16:43:35.206640
27161,8760,6917,35,2026-01-30 16:40:09.157964
27162,5144,4846,22,2026-01-30 16:35:09.841643
27163,18850,1684,40,2026-01-30 16:45:42.344870
27164,10169,1478,14,2026-01-30 16:41:17.896162
27165,16409,6305,8,2026-01-30 16:40:04.319453
27166,19203,4239,16,2026-01-30 16:35:15.057234
27167,14005,3444,38,2026-01-30 16:42:26.107090
27168,8930,1001,34,2026-01-30 16:43:04.755743
27169,6727,4134,34,2026-01-30 16:42:02.019256
27170,13229,2941,7,2026-01-30 16:35:16.811179
27171,19963,3865,26,2026-01-30 16:41:04.762054
27172,15460,1799,11,2026-01-30 16:42:44.815168
27173,19835,7968,46,2026-01-30 16:35:19.970790
27174,15709,7406,37,2026-01-30 16:34:38.259735
27175,3722,3046,38,2026-01-30 16:45:21.468262
27176,4854,1498,33,2026-01-30 16:40:35.437752
27177,16796,2385,23,2026-01-30 16:40:57.604728
27178,17159,806,38,2026-01-30 16:34:51.158673
27179,1280,7222,34,2026-01-30 16:41:48.302206
27180,6949,4613,8,2026-01-30 16:45:48.621731
27181,19585,7284,27,2026-01-30 16:41:17.481399
27182,1392,1695,49,2026-01-30 16:43:42.878289
27183,15796,4665,43,2026-01-30 16:45:40.901325
27184,2405,5976,41,2026-01-30 16:42:05.141428
27185,16637,3408,32,2026-01-30 16:40:06.516904
27186,5983,154,39,2026-01-30 16:45:00.661767
27187,15180,6808,16,2026-01-30 16:44:28.393191
27188,6141,4794,10,2026-01-30 16:40:36.686751
27189,15861,4927,48,2026-01-30 16:39:29.338217
27190,10237,1882,30,2026-01-30 16:38:56.160791
27191,11333,1711,5,2026-01-30 16:42:30.860302
27192,1524,6451,32,2026-01-30 16:36:43.349845
27193,1267,7499,17,2026-01-30 16:42:48.247789
27194,18513,3141,8,2026-01-30 16:35:56.439894
27195,8106,2393,23,2026-01-30 16:37:11.665339
27196,18405,2220,46,2026-01-30 16:39:59.246881
27197,17458,3355,38,2026-01-30 16:41:24.353356
27198,17073,5254,49,2026-01-30 16:36:47.848107
27199,4398,1137,29,2026-01-30 16:45:03.137126
27200,5837,822,27,2026-01-30 16:36:26.242323
27201,17072,4128,28,2026-01-30 16:35:18.957829
27202,1655,7024,2,2026-01-30 16:44:46.685042
27203,12792,1286,35,2026-01-30 16:41:11.043503
27204,2770,5863,29,2026-01-30 16:37:14.762221
27205,655,3645,10,2026-01-30 16:35:49.813016
27206,2233,1554,33,2026-01-30 16:45:01.398634
27207,10724,314,34,2026-01-30 16:41:29.285783
27208,8086,3832,22,2026-01-30 16:38:26.698762
27209,12160,7861,37,2026-01-30 16:38:43.645596
27210,4684,148,13,2026-01-30 16:35:06.364974
27211,16733,5799,1,2026-01-30 16:44:28.083506
27212,14707,2962,34,2026-01-30 16:36:26.672900
27213,10825,780,22,2026-01-30 16:42:39.154614
27214,8455,2122,44,2026-01-30 16:36:49.978280
27215,4828,4642,24,2026-01-30 16:37:06.936490
27216,12746,4851,32,2026-01-30 16:39:06.135370
27217,4433,5762,41,2026-01-30 16:41:06.968076
27218,6369,5589,1,2026-01-30 16:41:54.228740
27219,14772,5747,23,2026-01-30 16:44:38.013454
27220,3534,2073,39,2026-01-30 16:36:16.101868
27221,12396,5135,17,2026-01-30 16:36:14.909087
27222,1593,1842,24,2026-01-30 16:42:03.348368
27223,5420,3730,48,2026-01-30 16:44:59.821721
27224,13840,1813,13,2026-01-30 16:46:06.890444
27225,953,529,9,2026-01-30 16:37:08.572962
27226,11082,7184,20,2026-01-30 16:45:58.401962
27227,4123,3078,18,2026-01-30 16:40:37.290965
27228,2992,1421,9,2026-01-30 16:38:16.901316
27229,5294,2719,1,2026-01-30 16:38:04.887202
27230,4181,4679,35,2026-01-30 16:44:16.258367
27231,6369,1240,20,2026-01-30 16:42:08.228740
27232,8516,1675,49,2026-01-30 16:45:26.451188
27233,16426,5651,8,2026-01-30 16:37:06.755011
27234,10718,7127,44,2026-01-30 16:41:54.564003
27235,970,6537,13,2026-01-30 16:44:36.002261
27236,11346,7625,22,2026-01-30 16:45:59.770009
27237,6493,1428,46,2026-01-30 16:40:23.149118
27238,19903,3204,47,2026-01-30 16:39:46.604527
27239,1885,4072,18,2026-01-30 16:36:00.370867
27240,10799,7340,40,2026-01-30 16:41:30.893681
27241,2502,3189,11,2026-01-30 16:35:55.871691
27242,15986,3864,9,2026-01-30 16:42:47.056921
27243,19246,869,35,2026-01-30 16:40:45.196619
27244,16465,1643,12,2026-01-30 16:36:07.474787
27245,4097,7499,33,2026-01-30 16:40:26.141644
27246,3151,5314,24,2026-01-30 16:36:01.302782
27247,13199,3534,28,2026-01-30 16:35:37.117403
27248,17249,5375,10,2026-01-30 16:41:07.005774
27249,17891,1529,19,2026-01-30 16:44:05.655478
27250,3200,7601,16,2026-01-30 16:43:14.396493
27251,11888,6844,10,2026-01-30 16:35:51.257263
27252,17706,5808,20,2026-01-30 16:40:37.528524
27253,17942,672,41,2026-01-30 16:41:17.784110
27254,6047,984,31,2026-01-30 16:37:01.389243
27255,468,5814,21,2026-01-30 16:39:23.517081
27256,16353,3549,2,2026-01-30 16:34:32.122848
27257,15877,7019,39,2026-01-30 16:41:01.197426
27258,13828,2830,43,2026-01-30 16:45:55.940987
27259,1185,422,27,2026-01-30 16:45:24.115427
27260,10073,1647,36,2026-01-30 16:46:12.558170
27261,13359,3718,38,2026-01-30 16:44:00.639729
27262,2327,190,11,2026-01-30 16:42:09.133296
27263,7772,1544,3,2026-01-30 16:43:55.049040
27264,19301,4684,8,2026-01-30 16:35:42.486806
27265,862,7791,45,2026-01-30 16:38:30.533215
27266,15391,7720,22,2026-01-30 16:38:06.438056
27267,5385,7911,44,2026-01-30 16:40:50.201919
27268,17936,6750,41,2026-01-30 16:43:56.973893
27269,18554,1375,26,2026-01-30 16:35:13.881302
27270,4335,4515,42,2026-01-30 16:37:49.706922
27271,7567,2084,7,2026-01-30 16:45:11.965906
27272,9398,7434,10,2026-01-30 16:43:07.542511
27273,17818,216,38,2026-01-30 16:37:09.960423
27274,17801,1119,42,2026-01-30 16:35:03.131230
27275,9688,3564,49,2026-01-30 16:42:01.243166
27276,395,4844,29,2026-01-30 16:37:44.947144
27277,16632,1686,7,2026-01-30 16:40:16.458258
27278,14822,946,20,2026-01-30 16:35:07.055196
27279,9126,3238,30,2026-01-30 16:35:36.100170
27280,17843,3463,6,2026-01-30 16:36:02.789546
27281,19449,5800,40,2026-01-30 16:39:57.722034
27282,344,5656,33,2026-01-30 16:37:25.451873
27283,13582,6912,31,2026-01-30 16:39:16.922936
27284,5674,657,6,2026-01-30 16:46:02.629455
27285,14665,5974,21,2026-01-30 16:37:32.884582
27286,19325,2507,41,2026-01-30 16:36:06.170547
27287,6096,3492,35,2026-01-30 16:36:38.952567
27288,3532,443,3,2026-01-30 16:43:01.357628
27289,3451,7844,35,2026-01-30 16:35:16.951811
27290,15164,3988,35,2026-01-30 16:39:35.770765
27291,2379,6131,45,2026-01-30 16:45:04.483228
27292,7333,7583,9,2026-01-30 16:38:30.882670
27293,7463,3644,47,2026-01-30 16:41:44.761666
27294,8016,5884,31,2026-01-30 16:44:37.194683
27295,4560,6452,26,2026-01-30 16:43:49.674278
27296,19155,3437,37,2026-01-30 16:37:01.731127
27297,8666,4044,34,2026-01-30 16:34:51.038677
27298,11719,6046,19,2026-01-30 16:44:14.453867
27299,6597,6246,30,2026-01-30 16:41:56.904726
27300,9236,3223,47,2026-01-30 16:43:35.760330
27301,7270,5210,7,2026-01-30 16:40:20.144511
27302,2630,6043,40,2026-01-30 16:41:08.723183
27303,2037,2690,48,2026-01-30 16:43:36.901284
27304,11412,5137,17,2026-01-30 16:44:05.728527
27305,14609,2531,23,2026-01-30 16:45:07.602048
27306,154,7916,41,2026-01-30 16:45:07.452236
27307,10933,7977,10,2026-01-30 16:35:56.023093
27308,18352,4487,7,2026-01-30 16:45:55.663867
27309,207,6935,21,2026-01-30 16:37:09.037492
27310,15811,1332,14,2026-01-30 16:36:00.978447
27311,16395,4926,11,2026-01-30 16:34:35.559239
27312,19765,398,43,2026-01-30 16:41:37.911897
27313,13320,6491,45,2026-01-30 16:38:25.853171
27314,3577,6132,37,2026-01-30 16:38:28.716086
27315,17605,2373,30,2026-01-30 16:44:59.297910
27316,10169,1129,45,2026-01-30 16:40:56.896162
27317,11372,3373,13,2026-01-30 16:34:36.321538
27318,8436,6768,10,2026-01-30 16:45:42.519264
27319,19382,3216,24,2026-01-30 16:44:55.261535
27320,8658,7847,49,2026-01-30 16:42:39.622133
27321,3352,4698,49,2026-01-30 16:35:42.187891
27322,8939,362,36,2026-01-30 16:41:14.668199
27323,7217,2631,42,2026-01-30 16:38:00.225455
27324,13886,2709,44,2026-01-30 16:41:27.815709
